track_id,track_duration,track_genre,track_listens,split
96694,230,Folk,Very Low,training
96695,241,Folk,Very Low,training
96696,255,Folk,Low,training
96697,242,Folk,Low,validation
96698,211,Folk,High,training
96699,245,Folk,High,training
96718,193,Rock,Medium,training
96726,244,Folk,Very Low,training
96728,166,Folk,Very Low,validation
96729,181,Folk,Very Low,validation
96730,163,Folk,Very Low,training
96731,148,Folk,Very Low,training
96738,194,International,Very Low,training
96759,189,Rock,Very High,training
96898,105,Experimental,Very Low,training
96900,119,Experimental,Very Low,training
96901,168,Experimental,Low,training
96902,440,Experimental,Low,training
96935,253,Rock,Medium,training
96936,181,Rock,Medium,training
96944,325,Pop,Medium,training
96945,168,Pop,High,training
96946,232,Pop,Medium,training
97037,257,Hip-Hop,Very High,training
97041,215,Hip-Hop,High,training
97043,208,Hip-Hop,High,training
97211,260,Folk,Very Low,training
97215,158,Folk,Very Low,training
97216,109,Folk,Very Low,training
97279,105,Instrumental,Very High,training
97283,161,Instrumental,Very High,training
97285,253,Instrumental,Very High,training
97286,207,Rock,High,training
97373,117,Experimental,Low,training
97374,116,Experimental,Low,validation
97393,74,Electronic,Very High,training
97404,78,Electronic,High,training
97406,394,Experimental,Low,training
97407,528,Experimental,Medium,validation
97424,85,Electronic,Very High,training
97542,319,Electronic,Very High,training
97544,494,Electronic,Very High,training
97545,492,Electronic,Very High,training
97547,159,Electronic,High,training
97548,139,Electronic,Very High,training
97569,168,Hip-Hop,Medium,training
97570,403,Hip-Hop,Low,training
97585,205,Folk,Low,training
97586,199,Folk,Low,training
97587,293,Folk,Low,training
97588,163,Folk,Low,training
97589,199,Folk,Medium,training
97590,261,Folk,High,training
97690,201,Rock,High,validation
97691,124,Hip-Hop,High,training
97692,63,Hip-Hop,High,training
97697,86,Hip-Hop,Very High,training
97793,97,Experimental,Low,training
97794,540,Experimental,Very Low,validation
97813,137,Experimental,Very Low,training
97814,496,Experimental,Medium,validation
97841,236,Experimental,Very Low,training
97844,228,Electronic,Very High,training
97845,322,Electronic,Very High,training
97847,271,Electronic,Very High,training
97848,217,Electronic,Very High,training
97886,160,Rock,Medium,training
97887,145,Rock,High,training
97894,234,Rock,High,training
97940,120,Electronic,Very High,training
97958,349,Electronic,Very High,training
97960,284,Electronic,Very High,training
97961,229,Electronic,Very High,training
97962,252,Electronic,Very High,training
97980,235,Hip-Hop,Low,training
97986,268,Hip-Hop,Medium,training
97987,211,Hip-Hop,Low,training
97988,237,Hip-Hop,Medium,training
97989,237,Hip-Hop,High,training
98025,230,Rock,High,training
98026,281,International,Very Low,training
98028,284,International,Very Low,training
98031,340,International,Very Low,training
98077,236,Rock,Medium,training
98202,279,Electronic,Very High,training
98203,241,Electronic,Very High,training
98204,308,Electronic,Very High,training
98205,309,Electronic,Very High,training
98206,313,Electronic,Very High,training
98228,138,Electronic,Very High,validation
98229,153,Experimental,Medium,training
98235,348,Instrumental,Low,training
98236,416,Instrumental,Medium,validation
98237,328,Instrumental,Medium,training
98238,304,Instrumental,High,training
98251,257,Rock,Medium,training
98297,250,Rock,High,training
98298,549,International,High,training
98299,272,International,High,training
98300,312,International,High,training
98301,252,International,Very High,training
98302,201,International,Very High,training
98339,379,International,Very Low,training
98346,263,International,Very Low,training
98348,403,International,Very Low,training
98349,416,International,Low,training
98547,306,Hip-Hop,Very High,training
98548,330,Hip-Hop,High,training
98549,283,Hip-Hop,Medium,validation
98550,205,Hip-Hop,Medium,training
98551,221,Hip-Hop,Medium,training
98552,330,Hip-Hop,High,validation
98553,177,Hip-Hop,High,training
98554,187,Hip-Hop,High,training
98555,258,Hip-Hop,Very High,training
98556,214,Hip-Hop,Very High,training
98557,222,Hip-Hop,Very High,training
98565,158,Hip-Hop,Very Low,training
98567,191,Hip-Hop,Low,training
98569,184,Hip-Hop,Very Low,training
98573,248,Hip-Hop,Medium,training
98574,292,Hip-Hop,Low,training
98575,286,Hip-Hop,Medium,training
98577,170,Hip-Hop,Medium,training
98578,244,Hip-Hop,Low,training
98579,248,Hip-Hop,Low,validation
98580,281,Hip-Hop,High,training
98581,232,Hip-Hop,High,validation
98582,207,Hip-Hop,Medium,training
98583,166,Hip-Hop,Medium,training
98584,172,Hip-Hop,Very High,training
98585,135,Hip-Hop,Very High,training
98613,260,Hip-Hop,Low,training
98617,314,Hip-Hop,Low,training
98618,275,Hip-Hop,Low,training
98619,314,Hip-Hop,Medium,training
98620,274,Hip-Hop,Low,training
98621,225,Hip-Hop,Low,training
98623,293,Hip-Hop,High,training
98624,222,Hip-Hop,Medium,training
98625,227,Hip-Hop,High,training
98626,225,Hip-Hop,High,training
98627,296,Hip-Hop,High,training
98628,251,Hip-Hop,Very High,training
98655,376,International,Very Low,training
98656,206,International,Very Low,training
98657,102,International,Very Low,training
98666,240,International,Very Low,training
98668,206,International,Low,training
98669,182,International,Low,training
98670,210,International,Medium,training
98671,135,International,High,training
98680,110,International,Very Low,training
98681,110,International,Very Low,training
98701,88,Rock,High,training
98770,113,Electronic,Very High,validation
98838,279,Electronic,High,training
99041,273,Electronic,High,training
99093,164,Hip-Hop,Low,training
99095,159,Hip-Hop,Low,training
99096,310,Hip-Hop,Medium,training
99134,308,Electronic,High,training
99135,299,Electronic,Very High,training
99214,159,Experimental,Low,training
99260,297,Rock,Very High,training
99261,138,Electronic,Very High,training
99274,291,Experimental,Low,training
99311,372,Electronic,High,validation
99313,317,Electronic,High,training
99345,237,Rock,Very High,training
99361,118,International,Very Low,training
99362,101,International,Very Low,training
99363,123,International,Very Low,training
99364,165,International,Low,validation
99368,87,International,Very Low,training
99369,117,International,Very Low,training
99370,91,International,Very Low,training
99371,178,International,Very Low,training
99372,95,International,Very Low,training
99373,121,International,Very Low,training
99374,152,International,Very Low,training
99375,75,International,Very Low,training
99389,64,International,Very Low,training
99390,136,International,Very Low,validation
99391,88,International,Very Low,training
99392,125,International,Very Low,training
99393,149,International,Medium,validation
99394,107,International,Very Low,training
99395,172,International,Medium,training
99411,176,Rock,High,validation
99419,212,Rock,Medium,training
99436,198,Rock,High,training
99437,145,Rock,Very High,validation
99438,137,Rock,High,training
99439,182,Rock,High,training
99440,178,Rock,Very High,training
99441,208,Rock,Very High,training
99442,164,Rock,Very High,training
99501,257,Hip-Hop,Medium,training
99703,301,Electronic,Very High,training
99704,484,Electronic,Very High,training
99707,370,Electronic,Very High,training
100479,187,Hip-Hop,Low,training
100480,281,Hip-Hop,High,training
100497,166,Electronic,Very High,validation
100522,206,Electronic,Very High,training
100535,110,Electronic,Very High,validation
100536,296,Electronic,High,training
100544,200,Electronic,High,training
100549,204,Electronic,Very High,training
100550,184,Electronic,High,training
100552,192,Electronic,Very High,training
100745,125,Electronic,Very High,training
100799,209,Rock,Medium,training
100802,301,Rock,Very High,training
100835,134,Electronic,Very High,validation
100949,226,Hip-Hop,Low,training
100958,231,Hip-Hop,Medium,training
100959,268,Hip-Hop,High,training
100972,143,Electronic,Very High,training
100973,162,Electronic,Very High,training
100975,177,Electronic,Very High,validation
101111,231,International,Medium,training
101112,185,International,Medium,training
101116,202,International,Medium,training
101118,230,International,High,training
101119,202,International,High,training
101864,365,Experimental,Very Low,training
101868,382,Experimental,Low,training
101873,522,Experimental,Low,validation
101893,411,Experimental,High,training
102092,460,Experimental,Very Low,training
102112,433,Experimental,Very Low,training
102114,561,Experimental,Very Low,training
102195,491,Rock,High,training
103518,165,Instrumental,Very High,training
103519,263,Instrumental,Very High,training
103520,183,Instrumental,Very High,validation
103521,346,Instrumental,Very High,training
103522,204,Instrumental,Very High,training
103523,193,Instrumental,Very High,training
103600,94,Electronic,Very High,training
103800,296,Hip-Hop,Low,training
103808,181,Hip-Hop,Low,training
104008,262,Folk,Low,validation
104009,172,Folk,Low,validation
104010,194,Folk,Medium,validation
104062,202,Rock,Medium,training
104063,212,Rock,Medium,validation
104064,256,Pop,Low,training
104065,199,Pop,Very Low,training
104066,324,Pop,Very Low,training
104067,207,Pop,Very Low,training
104068,322,Pop,Low,training
104086,298,Rock,High,training
104227,139,Rock,High,training
104276,286,Electronic,Very High,validation
104277,320,Electronic,Very High,validation
104278,285,Electronic,Very High,training
104279,400,Electronic,Very High,validation
104282,204,Electronic,Very High,validation
104283,231,Electronic,Very High,training
104356,192,Folk,Very Low,training
104357,177,Folk,Very Low,training
104434,334,Experimental,Very Low,training
104625,230,Experimental,Very Low,training
104668,350,Rock,High,validation
104725,201,Experimental,Very Low,validation
104779,293,Pop,Low,training
104780,265,Pop,Low,training
105022,141,Experimental,Very Low,training
105119,226,Rock,Medium,training
105141,216,Rock,High,training
105142,202,Rock,Medium,training
105144,408,Rock,High,training
105145,340,Rock,Very High,training
105196,200,Folk,Low,training
105408,185,Electronic,High,training
105412,176,Electronic,Very High,training
105413,193,Electronic,Very High,training
105414,318,Electronic,Very High,training
105450,214,Hip-Hop,Low,training
105451,447,Hip-Hop,Low,training
105662,86,Electronic,High,training
105664,205,Electronic,High,training
105670,286,Electronic,High,training
105673,254,Electronic,Very High,validation
105674,274,Electronic,Very High,training
105682,266,Rock,Medium,training
105685,506,Hip-Hop,Very High,validation
105712,227,Folk,Low,training
105713,272,Folk,Low,validation
105714,196,Folk,Very Low,training
105715,161,Folk,Very Low,training
105716,145,Folk,Very Low,training
105718,175,Folk,Low,training
105719,137,Experimental,Very Low,training
105720,412,Experimental,Medium,training
105722,390,Experimental,Very Low,training
105824,184,Hip-Hop,Medium,training
105825,153,Hip-Hop,Medium,validation
105826,264,Hip-Hop,Medium,training
105827,200,Hip-Hop,High,training
105887,280,Folk,Very Low,training
105890,218,Folk,Very Low,training
105912,276,Rock,Medium,training
105914,263,Folk,Low,training
105915,222,Folk,Very Low,validation
105916,232,Folk,Very Low,training
105917,191,Folk,Very Low,validation
105918,325,Folk,Very Low,training
105919,350,Folk,Very Low,training
105920,385,Folk,Low,training
106277,298,Rock,Very High,training
106339,261,Folk,Very Low,training
106342,150,Folk,Medium,training
106343,224,Folk,Very Low,training
106456,225,Folk,Very Low,training
106457,202,Folk,Very Low,training
106458,115,Folk,Low,training
106463,103,Rock,Medium,validation
106465,150,Rock,High,training
106502,176,Instrumental,Very High,training
106522,212,Experimental,Very Low,validation
106562,129,Rock,Very High,training
106564,193,Rock,Very High,training
106566,142,Rock,Very High,training
106567,136,Rock,Medium,training
106569,237,Rock,Very High,training
106570,160,Rock,Very High,validation
106571,294,Rock,Very High,training
106629,334,Instrumental,Medium,training
106872,268,Rock,Medium,training
106876,261,Rock,High,validation
106877,213,Rock,High,validation
106937,375,Folk,Low,training
106948,125,Rock,High,training
106951,360,Rock,Medium,training
106952,112,Rock,High,training
106953,466,Rock,Medium,validation
106954,342,Rock,Medium,training
106955,311,Rock,High,training
106956,365,Rock,Very High,training
107021,280,Hip-Hop,Low,training
107025,200,Hip-Hop,Medium,training
107027,193,Hip-Hop,Medium,training
107028,437,Hip-Hop,Low,training
107029,347,Hip-Hop,Medium,training
107030,210,Hip-Hop,High,validation
107031,244,Hip-Hop,Medium,training
107046,112,Pop,Very Low,training
107048,194,Pop,Very Low,training
107049,168,Pop,Very Low,training
107050,134,Pop,Very Low,training
107101,182,Rock,High,training
107126,333,Electronic,High,training
107127,305,Electronic,Very High,training
107128,260,Electronic,Very High,training
107129,242,Electronic,Very High,training
107178,260,International,High,training
107179,251,International,Low,training
107180,260,International,Very Low,training
107181,261,International,Very Low,training
107183,246,International,Low,training
107184,198,International,Very Low,training
107185,248,International,Very Low,training
107186,260,International,Very Low,training
107187,260,International,Low,validation
107188,261,International,Low,training
107189,260,International,Low,training
107249,327,International,Medium,training
107250,564,International,Low,training
107251,194,International,Low,validation
107256,356,International,Medium,training
107257,422,International,High,training
107388,357,Rock,Medium,training
107389,231,Rock,Medium,training
107390,390,Rock,High,training
107391,386,Rock,Very High,training
107425,70,Electronic,Very High,training
107426,172,Electronic,Very High,validation
107427,132,Electronic,Very High,training
107429,144,Electronic,Very High,training
107432,151,Electronic,Very High,training
107433,183,Electronic,Very High,training
107434,198,Electronic,Very High,training
107435,134,Electronic,Very High,training
107476,302,Rock,Medium,training
107506,240,Rock,Medium,training
107531,174,Instrumental,Low,training
107532,437,Instrumental,Low,training
107533,221,Instrumental,Low,training
107535,285,Instrumental,Medium,validation
107567,180,Folk,Low,training
107569,228,Folk,Very Low,validation
107571,408,Folk,Medium,training
107574,101,Folk,Very Low,training
107577,182,Folk,Very Low,training
107578,146,Folk,Low,training
107579,444,Folk,Very Low,training
107583,101,Folk,Very Low,training
107584,120,Folk,Low,training
107588,109,Folk,Very Low,training
107589,283,Folk,Very Low,training
107590,218,Folk,Low,training
107591,245,Folk,Very Low,training
107593,74,Folk,Low,training
107594,259,Folk,Low,training
107595,260,Folk,Medium,training
107596,78,Folk,Medium,training
107597,299,Folk,Low,training
107613,282,Electronic,High,training
107616,238,Electronic,High,training
107617,263,Electronic,High,training
107659,214,Rock,Very High,training
107799,388,Rock,High,validation
107804,283,Electronic,High,training
107805,221,Rock,Very High,training
107809,223,Hip-Hop,Very High,training
107810,209,Pop,High,validation
107851,192,Folk,Low,validation
107852,222,Folk,Very Low,training
107908,314,Electronic,Very High,training
107910,447,Electronic,Very High,training
107911,194,Electronic,Very High,training
107912,192,Electronic,Very High,training
107913,389,Electronic,Very High,training
107949,217,International,Medium,training
107950,179,International,Low,training
107951,179,International,High,validation
107952,275,International,Medium,training
107954,182,International,Medium,training
107956,223,International,High,training
107957,214,International,Very High,training
108012,211,Folk,Low,training
108014,134,Folk,Low,validation
108015,285,Folk,Low,training
108016,189,Folk,Low,training
108017,201,Instrumental,Very High,validation
108018,140,Instrumental,Very High,training
108019,194,Instrumental,Very High,training
108020,91,Instrumental,Very High,training
108021,157,Instrumental,Very High,training
108022,134,Instrumental,Very High,validation
108023,103,Instrumental,Very High,training
108024,71,Instrumental,Very High,training
108025,117,Instrumental,Very High,training
108026,135,Instrumental,Very High,training
108027,90,Instrumental,Very High,training
108031,189,Rock,Very High,training
108036,176,Rock,High,training
108037,518,Rock,Medium,validation
108038,564,Rock,High,training
108049,335,Experimental,Very Low,training
108050,234,Experimental,Very High,training
108060,370,Experimental,Very Low,validation
108079,293,Rock,Medium,training
108155,140,Rock,Medium,validation
108230,362,Electronic,Very High,training
108290,259,Rock,Medium,training
108297,283,Rock,High,training
108299,220,Folk,Medium,validation
108300,375,Folk,Very Low,training
108301,266,Folk,Very Low,validation
108302,286,Folk,Very Low,training
108303,260,Folk,Very Low,training
108305,293,Folk,Low,training
108307,248,Folk,Medium,training
108308,216,Folk,Medium,training
108313,341,Experimental,Medium,training
108314,356,Experimental,Very Low,training
108318,319,Experimental,Medium,validation
108319,146,Experimental,Very Low,training
108339,193,Electronic,Very High,training
108341,111,Electronic,Very High,training
108342,186,Electronic,Very High,training
108343,176,Electronic,Very High,training
108415,82,Electronic,Very High,training
108416,128,Electronic,High,training
108418,131,Electronic,Very High,training
108420,130,Electronic,Very High,training
108421,211,Electronic,Very High,training
108422,164,Electronic,Very High,validation
108423,186,Electronic,Very High,training
108425,252,Pop,High,training
108426,207,Pop,High,training
108427,234,Pop,Very High,training
108428,230,Pop,High,training
108456,118,Pop,Very High,training
108457,201,Pop,High,training
108459,219,Pop,High,training
108460,230,Pop,Very High,training
108464,230,Electronic,High,training
108471,365,Instrumental,Very High,training
108472,434,Instrumental,Very High,training
108473,231,Instrumental,Very High,training
108474,295,Instrumental,Very High,training
108475,122,Instrumental,Very High,training
108476,261,Instrumental,Very High,training
108477,204,Instrumental,Very High,training
108478,192,Instrumental,Very High,training
108487,101,Hip-Hop,Medium,training
108488,143,Hip-Hop,Very High,training
108489,186,Hip-Hop,Very High,training
108490,186,Hip-Hop,Very High,validation
108491,187,Hip-Hop,High,training
108492,210,Hip-Hop,High,training
108494,216,Hip-Hop,Medium,training
108496,210,Hip-Hop,High,validation
108497,149,Hip-Hop,Very High,training
108498,201,Hip-Hop,Medium,validation
108499,174,Hip-Hop,High,validation
108500,167,Hip-Hop,High,training
108501,75,Hip-Hop,Very High,training
108503,151,Rock,High,training
108505,250,Rock,High,training
108524,415,Electronic,Very High,training
108525,382,Electronic,High,training
108526,357,Electronic,High,training
108527,453,Electronic,Very High,training
108528,392,Electronic,Very High,training
108529,483,Electronic,Very High,training
108530,380,Electronic,Very High,training
108531,449,Electronic,Very High,training
108532,461,Electronic,Very High,training
108745,150,Hip-Hop,Medium,training
108774,199,Hip-Hop,Medium,training
108799,195,Hip-Hop,High,training
108808,269,Hip-Hop,Medium,training
108809,234,Hip-Hop,Low,training
108836,144,Hip-Hop,Very High,training
108837,66,Hip-Hop,Low,training
108838,101,Hip-Hop,High,training
108839,90,Hip-Hop,Low,training
108840,197,Hip-Hop,Low,training
108841,85,Hip-Hop,Medium,training
108842,179,Hip-Hop,High,training
108843,176,Hip-Hop,Low,training
108845,222,Hip-Hop,Low,training
108846,185,Hip-Hop,Medium,training
108847,132,Hip-Hop,High,training
108863,107,International,Medium,validation
108864,163,International,Low,training
108865,196,International,Very Low,training
108866,250,International,Very Low,training
108867,155,International,Low,training
108868,123,International,Medium,training
108878,132,Instrumental,Very High,training
108879,172,Instrumental,Very High,training
108880,228,Instrumental,Very High,validation
108881,208,Instrumental,High,training
108883,338,Instrumental,Very High,training
108884,275,Instrumental,Very High,training
108885,244,Instrumental,Very High,training
108906,141,Instrumental,Very High,training
108925,151,Rock,Very High,training
108957,270,Rock,Medium,training
108961,326,Rock,Medium,training
108962,329,Rock,High,training
108967,291,Rock,Medium,validation
108968,330,Rock,Medium,training
108970,294,Rock,Very High,training
108992,293,Rock,High,training
109068,351,Experimental,Very Low,training
109071,184,Experimental,Very Low,training
109072,236,Experimental,Very Low,training
109106,423,Experimental,Very Low,validation
109144,151,Experimental,Medium,training
109191,560,Instrumental,Very High,training
109203,297,Rock,Medium,training
109235,174,Rock,Medium,training
109276,458,Experimental,Medium,training
109349,238,Rock,Medium,training
109350,151,Rock,Medium,training
109355,215,Rock,High,validation
109356,207,Rock,Medium,training
109357,182,Rock,High,training
109445,213,Folk,Very Low,training
109446,225,Folk,Very Low,validation
109447,252,Folk,Very Low,training
109448,237,Folk,Very Low,training
109449,168,Folk,Very Low,training
109450,165,Folk,Low,training
109468,125,Rock,High,training
109480,285,Folk,Very Low,training
109481,147,Rock,Medium,validation
109497,93,Rock,Medium,training
109535,338,Electronic,High,training
109537,227,Electronic,High,training
109538,287,Electronic,Very High,training
109542,203,Electronic,High,training
109543,194,Electronic,High,training
109548,415,Experimental,Very Low,training
109670,186,Hip-Hop,Medium,training
109681,236,Hip-Hop,Low,training
109684,174,Hip-Hop,Low,training
109685,183,Hip-Hop,Low,training
109686,280,Hip-Hop,Medium,training
109687,262,Hip-Hop,Medium,validation
109711,246,Experimental,Very Low,training
109712,140,Experimental,Very Low,training
109896,201,Folk,Low,training
109901,316,Folk,Very Low,training
109902,280,Folk,Very Low,training
109903,220,Folk,Low,training
109904,253,Folk,Very Low,training
109906,215,Folk,Medium,training
109925,265,Electronic,Very High,training
109957,413,Pop,Very Low,training
109960,185,Pop,Very Low,training
109962,588,Pop,Medium,training
109971,290,Pop,Low,training
109972,132,Pop,Medium,training
109973,60,Pop,Low,training
109974,355,Pop,Low,training
109975,305,Pop,Medium,validation
109976,139,Pop,Medium,training
109977,283,Pop,Medium,training
109978,185,Pop,High,training
110070,232,Hip-Hop,Very Low,training
110082,220,Hip-Hop,Very Low,training
110085,292,Hip-Hop,Low,training
110086,207,Hip-Hop,Medium,training
110102,106,Electronic,Very High,training
110103,180,Electronic,Very High,training
110104,137,Electronic,Very High,training
110105,168,Electronic,Very High,training
110106,181,Electronic,Very High,training
110108,145,Electronic,Very High,training
110109,116,Electronic,Very High,training
110110,147,Electronic,Very High,training
110111,171,Electronic,Very High,training
110166,76,Rock,Medium,training
110167,130,Rock,High,validation
110171,216,Folk,Very Low,training
110172,331,Folk,Very Low,training
110204,127,Experimental,Medium,validation
110205,205,Experimental,Medium,training
110206,97,Experimental,Low,training
110207,145,Experimental,Low,training
110208,117,Experimental,Medium,training
110230,380,Experimental,Very Low,training
110259,346,Hip-Hop,Very High,validation
110260,304,Hip-Hop,Very High,training
110261,235,Hip-Hop,Very High,training
110262,256,Hip-Hop,Very High,training
110264,299,Hip-Hop,Very High,training
110265,216,Hip-Hop,Very High,training
110266,220,Hip-Hop,Very High,training
110267,303,Hip-Hop,Very High,training
110384,251,Folk,Very Low,training
110410,198,Rock,Medium,training
110417,168,Rock,High,training
110436,260,Folk,Low,training
110437,324,Folk,Very Low,validation
110438,330,Folk,Low,training
110439,308,Folk,Low,training
110440,215,Folk,Low,validation
110447,205,International,Medium,training
110448,264,International,Low,training
110449,208,International,Low,training
110450,212,International,Medium,training
110451,273,International,Medium,training
110452,264,International,High,training
110610,190,Experimental,Low,training
110611,95,Experimental,Very High,training
110623,134,Experimental,Very Low,validation
110629,229,Experimental,Very Low,training
110630,188,Experimental,Low,validation
110634,218,Rock,Medium,training
110636,227,Rock,High,training
110637,457,Rock,High,training
110647,181,Instrumental,Low,validation
110648,173,Instrumental,Medium,training
110649,275,Instrumental,High,training
110651,155,Instrumental,Medium,training
110652,137,Instrumental,Medium,validation
110653,172,Instrumental,High,training
110654,219,Instrumental,High,training
110681,292,Experimental,Very Low,training
110687,318,Electronic,Very High,training
110688,265,Electronic,Very High,training
110689,125,Electronic,Very High,training
110690,396,Electronic,Very High,training
110691,364,Electronic,Very High,training
110711,352,Experimental,Low,training
110735,351,Hip-Hop,Low,training
110736,232,Hip-Hop,Low,training
110743,106,Hip-Hop,Medium,training
110756,462,Hip-Hop,Medium,validation
110764,237,Hip-Hop,Very Low,training
110765,347,Hip-Hop,High,training
110768,226,Hip-Hop,Low,training
110771,250,Hip-Hop,Low,validation
110772,321,Hip-Hop,Low,training
110774,312,Hip-Hop,Low,training
110775,194,Hip-Hop,Low,training
110776,211,Hip-Hop,Low,training
110778,368,Hip-Hop,High,training
110779,211,Hip-Hop,Very High,training
110923,207,Folk,Low,training
110927,255,Folk,Very Low,training
110928,280,Folk,Very Low,training
110980,433,Rock,High,training
110982,371,Rock,Medium,validation
110983,210,Rock,Medium,training
110985,545,Rock,Medium,training
111015,458,Instrumental,Very High,validation
111146,159,Instrumental,High,training
111147,542,Instrumental,Very High,training
111148,119,Instrumental,High,training
111150,197,Instrumental,High,training
111151,168,Instrumental,Very High,training
111153,69,Instrumental,Very High,training
111154,344,Instrumental,Very High,training
111182,110,Folk,Very Low,training
111186,228,Folk,Very Low,training
111187,159,Folk,Very Low,training
111188,255,Folk,Low,training
111216,113,Experimental,Medium,training
111220,184,Instrumental,Very High,training
111221,253,Instrumental,High,validation
111222,321,Instrumental,Very High,training
111223,173,Instrumental,High,training
111224,159,Instrumental,Very High,training
111225,219,Instrumental,High,validation
111226,251,Instrumental,High,training
111227,240,Instrumental,Very High,training
111228,255,Instrumental,Very High,training
111229,278,Instrumental,Very High,training
111230,131,Instrumental,Very High,training
111306,166,Rock,Very High,training
111311,315,Rock,Medium,training
111367,170,Pop,Very Low,training
111372,189,Pop,Low,validation
111375,167,Pop,Very Low,validation
111376,379,Pop,Very Low,training
111377,222,Pop,Very Low,training
111378,210,Pop,Very Low,training
111382,338,Pop,Low,training
111386,188,Pop,Very Low,training
111387,124,Pop,Very Low,training
111389,170,Pop,Low,validation
111390,323,Pop,Very Low,training
111391,209,Pop,Very Low,validation
111392,134,Pop,Low,training
111393,210,Pop,Low,training
111394,294,Pop,Low,training
111395,207,Pop,Low,training
111396,211,Pop,Low,training
111397,164,Pop,Medium,training
111398,261,Pop,Low,training
111399,173,Pop,Low,validation
111400,269,Pop,High,training
111402,235,Pop,High,training
111413,254,Electronic,High,training
111416,276,Electronic,Very High,training
111460,256,Experimental,Very Low,training
111579,140,Experimental,Very Low,training
111658,186,Rock,High,training
111747,205,Rock,Medium,training
111793,218,Instrumental,Low,training
111819,113,Electronic,High,training
111871,436,Instrumental,Medium,training
111872,303,Instrumental,Low,training
111873,591,Instrumental,Medium,training
111911,284,Rock,Medium,training
111933,325,Electronic,Very High,training
111934,223,Hip-Hop,Very High,training
111936,207,Hip-Hop,Very High,training
111937,274,Hip-Hop,Very High,training
111938,198,Hip-Hop,Very High,training
111994,109,Instrumental,Very High,validation
112000,479,Instrumental,Medium,training
112001,440,Instrumental,High,validation
112020,219,Rock,High,validation
112065,254,Rock,High,validation
112066,375,Rock,High,training
112088,215,Experimental,Very Low,training
112196,197,Experimental,Very Low,training
112197,316,Experimental,Very Low,training
112198,274,Experimental,Low,validation
112199,173,Experimental,Low,training
112209,201,Instrumental,High,training
112210,214,Instrumental,High,training
112211,197,Instrumental,Very High,training
112215,368,Experimental,Very Low,training
112252,220,Folk,Very Low,training
112314,233,Rock,Medium,training
112315,300,Rock,High,validation
112316,411,Rock,High,validation
112468,242,Hip-Hop,Very Low,training
112481,210,Hip-Hop,Low,training
112483,274,Hip-Hop,Low,training
112484,268,Hip-Hop,Low,training
112485,188,Hip-Hop,Low,training
112486,271,Hip-Hop,Low,training
112487,180,Hip-Hop,Low,training
112488,206,Hip-Hop,Medium,training
112490,141,Electronic,Very High,training
112526,77,Rock,High,training
112527,117,Rock,Medium,training
112528,136,Rock,High,validation
112529,90,Rock,Medium,training
112583,270,Experimental,Very High,training
112584,174,Experimental,Very High,training
112585,144,Experimental,Very High,validation
112586,161,Experimental,High,training
112587,164,Experimental,High,training
112588,166,Experimental,Very High,training
112668,60,Experimental,Very Low,training
112733,357,Rock,High,training
112734,212,Rock,Medium,training
112735,427,Rock,High,training
112767,346,Electronic,High,training
112768,180,Electronic,High,training
112769,126,Electronic,Very High,validation
112770,151,Electronic,Very High,training
112780,265,Experimental,Very Low,training
112781,240,Experimental,Low,training
112785,73,Experimental,Very Low,training
112788,193,Experimental,High,validation
112789,159,Experimental,Low,training
112790,369,Experimental,Medium,training
112975,146,Instrumental,Very High,training
112976,130,Instrumental,Very High,training
112977,157,Instrumental,Very High,training
112978,129,Instrumental,Very High,training
113016,113,Pop,High,validation
113017,181,Pop,High,validation
113018,192,Pop,Low,training
113020,187,Pop,Medium,training
113021,186,Pop,Medium,training
113022,169,Pop,Very High,training
113023,238,Pop,Medium,training
113024,180,Pop,High,training
113025,222,Pop,High,training
113026,252,Pop,High,training
113027,122,Pop,Very High,training
113030,168,Hip-Hop,Low,training
113031,242,Hip-Hop,Medium,training
113032,288,Hip-Hop,Low,validation
113033,302,Hip-Hop,Medium,training
113034,184,Hip-Hop,High,training
113035,199,Hip-Hop,High,training
113036,242,Hip-Hop,Very High,training
113164,237,Rock,Very High,training
113165,105,Rock,High,training
113166,123,Rock,Very High,training
113167,145,Folk,High,training
113203,128,Experimental,Very Low,training
113260,198,International,Very Low,training
113261,191,International,Very Low,training
113262,215,International,Very Low,training
113263,266,International,Low,training
113264,380,International,Low,training
113265,230,International,Low,training
113266,154,International,Very Low,training
113267,252,International,Very Low,validation
113268,237,International,Very Low,training
113269,160,International,Low,training
113270,242,International,Very Low,training
113271,222,International,Low,training
113272,207,International,Low,training
113273,324,International,Low,training
113274,346,International,Very Low,training
113275,291,International,Low,training
113277,212,International,Medium,training
113278,203,International,Medium,training
113279,314,International,High,training
113280,279,International,Low,training
113281,283,International,Medium,validation
113282,211,International,Medium,training
113284,318,International,High,training
113294,129,Rock,Medium,training
113303,121,Rock,Medium,training
113304,150,Rock,High,training
113305,192,Rock,Very High,training
113334,350,Electronic,High,training
113335,284,Electronic,Very High,training
113336,361,Electronic,Very High,training
113342,181,Folk,Medium,training
113343,189,Folk,Very Low,training
113359,180,Folk,Very Low,training
113360,238,Folk,Very Low,training
113453,301,Electronic,Very High,training
113511,192,Rock,High,training
113512,211,Rock,Medium,training
113513,195,Rock,High,training
113530,228,Rock,Medium,training
113558,121,Experimental,Low,training
